CODE;NAME;CODECITY;LONGITUDE;LATITTUDE;CATEGORY
PMH;GREATER PORTSMOUTH REGIONAL;;38.840557;-82.84722;AIRPORT
ILG;GREATER WILMINGTON;;39.683334;-75.6;AIRPORT
OTN;GREEN;;38.86667;-87.433334;AIRPORT
LWB;GREENBRIER VALLEY;;37.783333;-80.33611;AIRPORT
WAY;GREENE COUNTY;;39.9;-80.144165;AIRPORT
GSP;GREENVILLE SPARTANBUR INT'L AIRPORT;;34.895557;-82.21889;AIRPORT
GRD;GREENWOOD;;34.25;-82.15;AIRPORT
RME;GRIFFISS AFB;;43.23389;-75.406944;AIRPORT
GUS;GRISSOM AFB;;40.648056;-86.15222;AIRPORT
BPA;GRUMMAN;;40.75;-73.48333;AIRPORT
GPT;GULFPORT-BILOXI INTERNATIONAL;;30.4;-89.066666;AIRPORT
GOK;GUTHRIE;;35.88333;-97.416664;AIRPORT
LZU;GWINNETT COUNTY AIRPORT;;33.978058;-83.9625;AIRPORT
JBS;HACIENDA BUS.PARK H/P;;37.699722;-121.9;AIRPORT
PVW;HALE COUNTY;;34.166668;-101.71667;AIRPORT
HEY;HANCHEY ARMY HELIPORT;;53.11667;22.45;AIRPORT
BED;HANSCOM FIELD;;42.466667;-71.28333;AIRPORT
HEZ;HARDY-ANDERS;;31.616667;-91.3;AIRPORT
LWL;HARRIET FIELD;;41.11667;-114.96667;AIRPORT
ZUG;HARRISBURG RAIL;;34.25139;36.009724;AIRPORT
PHD;HARRY CLEVER;;40.466667;-81.433334;AIRPORT
HAX;HATBOX FIELD;;35.745834;-95.41278;AIRPORT
PIB;HATTIESBURG-LAUREL REGIONAL;;31.467222;-89.336945;AIRPORT
HAE;HAVASUPAI;;36.230556;-112.66944;AIRPORT
HTH;HAWTHORNE;;38.53528;-118.63361;AIRPORT
HAY;HAYCOCK;;65.2;-161.15;AIRPORT
HKB;HEALY LAKE;;63.86667;-148.96666;AIRPORT
FAR;HECTOR FIELD;;46.916668;-96.816666;AIRPORT
HLN;HELENA;;46.6;-111.98333;AIRPORT
JGC;HELIPORT;;35.975;-112.14028;AIRPORT
0A7;HENDERSONVILLE AIRPORT;;35.316666;-82.45;AIRPORT
TMA;HENRY TIFT MYERS;;31.428888;-83.48861;AIRPORT
HED;HERENDEEN;;55.8;-160.9;AIRPORT
HDA;HIDDEN FALLS;;57.066666;-134.98334;AIRPORT
HIF;HILL AFB;;41.12389;-111.97305;AIRPORT
HLC;HILL CITY;;39.36667;-99.85;AIRPORT
HLB;HILLENBRAND;;39.3;-85.21667;AIRPORT
ITO;HILO INTERNATIONAL;;19.716667;-155.05;AIRPORT
HBR;HOBART;;34.99139;-99.05139;AIRPORT
HBH;HOBART BAY;;57.408333;-133.46666;AIRPORT
HGZ;HOGATZA;;66.183334;-155.66667;AIRPORT
HLI;HOLLISTER;;36.85;-121.4;AIRPORT
HMN;HOLLOMAN AFB;;37.63333;-6.433333;AIRPORT
HMS;HOMESHORE;;58.294445;-135.34723;AIRPORT
HNH;HOONAH;;58.1;-135.43333;AIRPORT
HPB;HOOPER BAY;;61.5;-166.08333;AIRPORT
RAC;HORLICK;;42.75778;-87.82083;AIRPORT
THP;HOT SPRINGS;;40.9;23.55;AIRPORT
HCA;HOWARD COUNTY;;32.3;-101.433334;AIRPORT
HON;HOWES;;44.38333;-98.23333;AIRPORT
CVR;HUGHES;;34.016666;-118.4;AIRPORT
HUJ;HUGO;;34.016666;-95.51667;AIRPORT
HUF;HULMAN FIELD;;10.733333;-61.35;AIRPORT
SVN;HUNTER AAF;;32.01;-81.14555;AIRPORT
HSV;HUNTSVILLE INTERNATIONAL - CARL T. JONES FIELD;;34.637222;-86.775;AIRPORT
HSL;HUSLIA;;65.7;-156.41667;AIRPORT
DEO;HYATT REGENCY H/P;;42.31278;-83.21889;AIRPORT
ICY;ICY BAY;;59.983334;-141.65;AIRPORT
ILI;ILIAMNA;;59.733334;-154.96666;AIRPORT
IMM;IMMOKALEE;;26.416668;-81.416664;AIRPORT
IML;IMPERIAL;;40.516666;-101.61667;AIRPORT
IPL;IMPERIAL COUNTY;;32.833332;-115.566666;AIRPORT
IDP;INDEPENDENCE;;16.533333;-88.416664;AIRPORT
IND;INDIANAPOLIS INTERNATIONAL;;39.71722;-86.29472;AIRPORT
HBB;INDUSTRIAL AIRPARK;;-18.999722;142.0;AIRPORT
HSP;INGALLS FIELD;;37.95;-79.816666;AIRPORT
HVE;INTERMEDIATE;;38.416668;-110.7;AIRPORT
MHM;INTERMEDIATE;;55.583332;-3.016667;AIRPORT
TSG;INTERMEDIATE;;45.228058;18.073334;AIRPORT
CYT;INTERMEDIATE;;60.083332;-142.48334;AIRPORT
BIG;INTERMEDIATE FIELD;;64.0;-145.73334;AIRPORT
ALI;INTERNATIONAL;;27.733334;-98.01667;AIRPORT
ERI;INTERNATIONAL;;42.083332;-80.183334;AIRPORT
KTN;INTERNATIONAL;;55.333332;-131.65;AIRPORT
EYW;INTERNATIONAL;;24.55;-81.76667;AIRPORT
YUM;INTERNATIONAL;;32.65;-114.6;AIRPORT
JIO;INTL HELIPORT;;-11.283333;-74.433334;AIRPORT
IOW;IOWA CITY;;41.639168;-91.54639;AIRPORT
JHC;ISLAND HELIPORT;;40.744446;-73.60833;AIRPORT
VLE;J T ROBIDOUX;;35.65;-112.2;AIRPORT
DAY;JAMES COX DAYTON INTL;;39.75;-84.183334;AIRPORT
BJC;JEFFCO;;39.933334;-105.066666;AIRPORT
JCY;JOHNSON;;32.333332;-97.333336;AIRPORT
JBR;JONESBORO;;35.833332;-90.65;AIRPORT
JLN;JOPLIN REGIONAL;;37.151943;-94.49834;AIRPORT
KNK;KAKHONAK;;59.433334;-154.85;AIRPORT
LUP;KALAUPAPA;;21.183332;-156.96666;AIRPORT
KAL;KALTAG;;64.333336;-158.7;AIRPORT
KUY;KAMUSI AIRPORT;;57.634445;-153.99834;AIRPORT
JHM;KAPALUA WEST MAUI;;20.963057;-156.67305;AIRPORT
KKL;KARLUK LAKE SPB;;40.05;26.966667;AIRPORT
KXA;KASAAN SPB;;55.5;-132.5;AIRPORT
KUK;KASIGLUK;;60.86667;-162.53334;AIRPORT
KEU;KELLY BAR;;50.6;-4.266667;AIRPORT
KLP;KELP BAY;;57.558334;-134.86667;AIRPORT
ENA;KENAI;;60.55;-151.26666;AIRPORT
LKE;KENMORE AIR HARBOR SPB;;47.628887;-122.33861;AIRPORT
EOK;KEOKUK;;40.466667;-91.433334;AIRPORT
TSP;KERN COUNTY;;35.135;-118.43916;AIRPORT
ERV;KERRVILLE;;29.983334;-99.083336;AIRPORT
MEI;KEY FIELD;;32.333332;-88.75;AIRPORT
GGG;KILGORE;;32.38333;-94.71667;AIRPORT
KVC;KING COVE;;55.066666;-162.31667;AIRPORT
AKN;KING SALMON;;58.516666;-156.63333;AIRPORT
IGM;KINGMAN;;35.25;-113.933334;AIRPORT
KPN;KIPNUK SPB;;59.933334;-164.03334;AIRPORT
IRS;KIRSCH MUNICIPAL;;41.8;-85.416664;AIRPORT
ISM;KISSIMMEE GATEWAY;;28.283333;-81.433334;AIRPORT
KVL;KIVALINA;;67.73333;-164.66667;AIRPORT
KBK;KLAG BAY;;57.0;-136.0;AIRPORT
RKD;KNOX COUNTY REGIONAL;;44.066666;-69.1;AIRPORT
OBU;KOBUK/WIEN;;66.933334;-156.86667;AIRPORT
ADQ;KODIAK AIRPORT;;57.75;-152.48334;AIRPORT
KKH;KONGIGANAK;;59.966667;-162.75;AIRPORT
KOT;KOTLIK;;63.033333;-163.53334;AIRPORT
OTZ;KOTZEBUE;;66.86667;-162.63333;AIRPORT
KKA;KOYUK;;64.916664;-161.13333;AIRPORT
LKK;KULIK LAKE;;58.966667;-155.08333;AIRPORT
UUK;KUPARUK;;70.416664;-148.91667;AIRPORT
KWK;KWIGILLINGOK;;59.816666;-163.15;AIRPORT
LGD;LA GRANDE;;45.316666;-118.03333;AIRPORT
PMD;LA PALMDALE REGIONAL AIRPORT;;34.629444;-118.08444;AIRPORT
WLB;LABOUCHERE BAY;;56.291668;-133.65834;AIRPORT
KCL;LAGOON;;56.3;-158.53334;AIRPORT
BKF;LAKE BROOKS SPB;;58.55472;-155.7775;AIRPORT
LKV;LAKE COUNTY;;42.166668;-120.4;AIRPORT
LMA;LAKE MINCHUMINA;;63.88333;-152.31667;AIRPORT
LKP;LAKE PLACID;;44.264442;-73.961945;AIRPORT
LKS;LAKESIDE;;29.847778;-95.688614;AIRPORT
LAA;LAMAR FIELD;;38.066666;-102.683334;AIRPORT
STL;LAMBERT-ST. LOUIS INTERNATIONAL;;38.74861;-90.37;AIRPORT
BAM;LANDER COUNTY;;40.63333;-116.933334;AIRPORT
EVA;LANDING STRIP;;30.35;-94.066666;AIRPORT
KLN;LARSEN SPB;;57.533333;-154.0;AIRPORT
TAD;LAS ANIMAS;;5.416667;-71.666664;AIRPORT
LWC;LAWRENCE;;38.95;-95.28333;AIRPORT
LWM;LAWRENCE;;42.716667;-71.11667;AIRPORT
HTW;LAWRENCE COUNTY AIRPARK;;42.2525;-82.494446;AIRPORT
LVL;LAWRENCEVILLE;;36.75;-77.85;AIRPORT
ANP;LEE;;38.983334;-76.5;AIRPORT
LBF;LEE BIRD FIELD;;41.13333;-100.7;AIRPORT
LEE;LEESBURG;;28.833332;-81.816666;AIRPORT
GWO;LEFLORE;;33.5;-90.2;AIRPORT
TUP;LEMONS MUNICIPAL;;34.268055;-88.77;AIRPORT
MRN;LENOIR;;35.75;-81.725;AIRPORT
KLL;LEVELOCK;;59.11667;-156.88333;AIRPORT
LXN;LEXINGTON;;40.783333;-99.75;AIRPORT
LIH;LIHUE;;21.983334;-159.35;AIRPORT
LHM;LINCOLN REGIONAL AIRPORT;;38.90917;-121.35139;AIRPORT
LPW;LITTLE PORT WALTER;;56.38333;-134.83333;AIRPORT
LIV;LIVENGOOD;;65.4725;-148.66917;AIRPORT
LVK;LIVERMORE;;37.683334;-121.76667;AIRPORT
LPC;LOMPOC AIRPORT;;34.666668;-120.469444;AIRPORT
KLS;LONGVIEW;;46.15;-122.9;AIRPORT
LPS;LOPEZ ISLAND;;48.483334;-122.93611;AIRPORT
WLR;LORING;;55.6;-131.56667;AIRPORT
LIZ;LORING AFB;;46.950558;-67.88583;AIRPORT
LAM;LOS ALAMOS;;35.88333;-106.316666;AIRPORT
LNN;LOST NATION;;41.63333;-81.416664;AIRPORT
CHA;LOVELL FIELD;;35.03528;-85.20389;AIRPORT
LOR;LOWE ARMY HELIPORT;;53.11667;22.45;AIRPORT
LFK;LUFKIN ANGELINA COUNTY;;31.25;-94.75278;AIRPORT
IPT;LYCOMING COUNTY;;41.25;-76.916664;AIRPORT
BUB;MUNICIPAL;;41.783333;-99.13333;AIRPORT
CAR;MUNICIPAL;;46.86667;-68.01667;AIRPORT
CGZ;MUNICIPAL;;32.88333;-111.75;AIRPORT
CCY;MUNICIPAL;;43.066666;-92.666664;AIRPORT
CHK;MUNICIPAL;;35.033333;-97.96667;AIRPORT
CNH;MUNICIPAL;;43.36667;-72.36667;AIRPORT
CFV;MUNICIPAL;;17.533333;-88.166664;AIRPORT
CBF;MUNICIPAL;;41.266666;-95.86667;AIRPORT
CKN;MUNICIPAL;;47.85;-96.61667;AIRPORT
CUH;MUNICIPAL;;35.983334;-96.76667;AIRPORT
DNS;MUNICIPAL;;41.983334;-95.38333;AIRPORT
DTL;MUNICIPAL;;46.833332;-95.88333;AIRPORT
DLG;MUNICIPAL;;59.066666;-158.46666;AIRPORT
DBQ;MUNICIPAL;;42.4;-90.71667;AIRPORT
ETN;MUNICIPAL;;32.416668;-98.8;AIRPORT
EDE;MUNICIPAL;;36.066666;-76.65;AIRPORT
ETS;MUNICIPAL;;31.316668;-85.85;AIRPORT
EST;MUNICIPAL;;43.4;-94.833336;AIRPORT
FBY;MUNICIPAL;;40.13333;-97.183334;AIRPORT
FLX;MUNICIPAL;;39.466667;-118.76945;AIRPORT
FXY;MUNICIPAL;;43.266666;-93.65;AIRPORT
FCY;MUNICIPAL;;34.95;-90.76667;AIRPORT
FMS;MUNICIPAL;;40.65;-91.316666;AIRPORT
FKN;MUNICIPAL;;36.683334;-76.916664;AIRPORT
FDR;MUNICIPAL;;34.35;-98.98333;AIRPORT
FRH;MUNICIPAL;;38.55;-86.61667;AIRPORT
GDM;MUNICIPAL;;42.566666;-72.0;AIRPORT
GTG;MUNICIPAL;;45.783333;-92.683334;AIRPORT
GRE;MUNICIPAL;;38.88333;-89.416664;AIRPORT
GCY;MUNICIPAL;;36.183334;-82.816666;AIRPORT
HUS;MUNICIPAL;;66.03333;-154.23334;AIRPORT
HBO;MUNICIPAL;;40.166668;-95.95;AIRPORT
HNB;MUNICIPAL;;38.3;-86.95;AIRPORT
IDG;MUNICIPAL;;42.35;-95.46667;AIRPORT
AFN;MUNICIPAL;;42.8;-72.0;AIRPORT
KLG;MUNICIPAL;;61.533333;-160.36667;AIRPORT
KNT;MUNICIPAL;;36.233334;-90.05;AIRPORT
ILE;MUNICIPAL;;31.15;-97.71667;AIRPORT
KDK;MUNICIPAL;;57.8;-152.38333;AIRPORT
LSE;MUNICIPAL;;43.88333;-91.25;AIRPORT
LCH;MUNICIPAL;;30.116667;-93.21667;AIRPORT
LAL;MUNICIPAL;;28.083332;-81.95;AIRPORT
LPO;MUNICIPAL;;41.6;-86.71667;AIRPORT
LRU;MUNICIPAL;;32.3;-106.933334;AIRPORT
LRJ;MUNICIPAL;;42.783333;-96.15;AIRPORT
LWT;MUNICIPAL;;47.05;-109.46667;AIRPORT
LBL;MUNICIPAL;;37.05;-100.96667;AIRPORT
LIC;MUNICIPAL;;39.266666;-103.683334;AIRPORT
MQB;MUNICIPAL;;40.45;-90.61667;AIRPORT
SLC;SALT LAKE CITY INTERNATIONAL;;40.788334;-111.96667;AIRPORT
BTF;SALT LAKE SKYPARK;;40.88333;-111.88333;AIRPORT
SAS;SALTON CITY;;33.316666;-115.98333;AIRPORT
SFO;SAN FRANCISCO INTERNATIONAL;;37.61889;-122.375;AIRPORT
SBP;SAN LUIS COUNTY REGIONAL AIRPORT;;35.236942;-120.641945;AIRPORT
SHN;SANDERSON FIELD;;47.24167;-123.13333;AIRPORT
SZN;SANTA CRUZ ISLAND;;-0.883333;-72.5;AIRPORT
SQA;SANTA YNEZ;;13.816667;39.2;AIRPORT
WSF;SARICHEF;;31.1;-1.383333;AIRPORT
SVA;SAVOONGA;;62.7;-170.46666;AIRPORT
ZTD;SCHENECTADY RAIL;;50.35;21.383333;AIRPORT
SUC;SCHLOREDT;;44.4;-104.36667;AIRPORT
BFF;SCOTTS BLUFF COUNTY;;41.86667;-103.6;AIRPORT
BVD;SEA PORT;;53.733334;-166.31667;AIRPORT
OGA;SEARLE FIELD;;41.13333;-101.71667;AIRPORT
SEF;SEBRING REGIONAL AIRPORT;;27.456388;-81.3425;AIRPORT
SDX;SEDONA;;34.86667;-111.76667;AIRPORT
SOV;SELDOVIA;;59.45;-151.7;AIRPORT
GUP;SENATOR CLARK;;35.516666;-108.78333;AIRPORT
SQV;SEQUIM VALLEY ARPT;;48.083332;-123.1;AIRPORT
SWD;SEWARD;;60.13333;-149.41667;AIRPORT
SKK;SHAKTOOLIK;;64.38333;-161.1;AIRPORT
SSC;SHAW AFB;;53.283333;10.9;AIRPORT
SMU;SHEEP MOUNTAIN;;61.8;-147.66667;AIRPORT
SXP;SHELDON SPB;;62.533333;-164.83333;AIRPORT
SHR;SHERIDAN;;44.766666;-106.96667;AIRPORT
PWD;SHERWOOD;;48.766666;-104.55;AIRPORT
SHH;SHISHMAREF;;66.25;-166.05;AIRPORT
SAA;SHIVELY FIELD;;41.45;-106.8;AIRPORT
DTN;SHREVEPORT DOWNTOWN;;32.54028;-93.745;AIRPORT
SHG;SHUNGNAK;;66.88333;-157.05;AIRPORT
JSD;SIKORSKY HELIPORT;;41.24917;-73.096664;AIRPORT
FBG;SIMMONS AAF;;19.833332;-72.5;AIRPORT
SIY;SISKIYOU COUNTY;;41.781387;-122.46639;AIRPORT
SIT;SITKA;;57.066666;-135.35;AIRPORT
ISN;SLOULIN FIELD INTL;;48.183334;-103.65;AIRPORT
SMD;SMITH FIELD;;41.143333;-85.15278;AIRPORT
MQY;SMYRNA;;35.983334;-86.51667;AIRPORT
PAE;SNOHOMISH COUNTY;;47.919445;-122.28361;AIRPORT
ONM;SOCORRO;;34.05;-106.88333;AIRPORT
TVL;SOUTH LAKE TAHOE;;38.88333;-120.0;AIRPORT
WSN;SOUTH NAKNEK;;58.7;-157.0;AIRPORT
VCV;SOUTHERN CALIFORNIA LOGISTICS;;34.5975;-117.38306;AIRPORT
MDH;SOUTHERN ILLINOIS;;37.783333;-89.25;AIRPORT
RSW;SOUTHWEST FLORIDA REG;;26.542221;-81.75528;AIRPORT
SAR;SPARTA COMMUNITY;;38.11667;-89.7;AIRPORT
KKI;SPB;;60.916668;-161.43333;AIRPORT
EXI;SPB;;58.416668;-135.43333;AIRPORT
HWI;SPB;;58.11667;-134.73334;AIRPORT
WHD;SPB;;55.916668;-130.01666;AIRPORT
KIB;SPB;;55.9;-159.48334;AIRPORT
KAE;SPB;;56.966667;-133.95;AIRPORT
KKB;SPB;;58.183334;-152.35;AIRPORT
WMK;SPB;;55.733334;-132.2;AIRPORT
PMU;SPB;;61.966667;-160.23334;AIRPORT
PSQ;SPB;;29.483334;31.066668;AIRPORT
SCM;SPB;;61.86667;-165.58333;AIRPORT
KTH;SPB;;27.666668;88.51667;AIRPORT
SUS;SPIRIT OF ST LOUIS;;38.662224;-90.65195;AIRPORT
SPZ;SPRINGDALE MUNI;;36.183334;-94.13333;AIRPORT
UST;ST AUGUSTINE;;29.95;-81.333336;AIRPORT
PLR;ST CLAIR COUNTY;;33.583332;-86.28333;AIRPORT
PHN;ST CLAIR COUNTY INTL;;42.9;-82.53333;AIRPORT
OPL;ST LANDRY PARISH;;30.55;-92.1;AIRPORT
FPR;ST LUCIE COUNTY;;27.483334;-80.36667;AIRPORT
XSM;ST MARYS;;38.283333;-76.63333;AIRPORT
LTW;ST MARYS COUNTY;;38.283333;-77.63333;AIRPORT
SMK;ST MICHAEL;;63.483334;-162.01666;AIRPORT
BDY;STATE;;43.11667;-124.416664;AIRPORT
CHZ;STATE;;42.583332;-121.86667;AIRPORT
ESW;STATE;;47.233334;-121.183334;AIRPORT
GOL;STATE;;42.416668;-124.416664;AIRPORT
REO;STATE;;42.590557;-117.867226;AIRPORT
SCB;STATE;;41.666668;-96.65;AIRPORT
SBS;STEAMBOAT SPRINGS;;40.516666;-106.86667;AIRPORT
JSL;STEEL PIER HLPT;;39.360558;-74.42083;AIRPORT
BKD;STEPHENS COUNTY;;32.75;-98.9;AIRPORT
STE;STEVENS POINT;;41.433334;20.166668;AIRPORT
SVS;STEVENS VILLAGE;;66.03333;-149.1;AIRPORT
SUD;STROUD;;35.733334;-96.65;AIRPORT
SGT;STUTTGART MUNICIPAL;;34.599445;-91.575;AIRPORT
FOK;SUFFOLK COUNTY;;40.833332;-72.61667;AIRPORT
AGO;MUNICIPAL;;33.233334;-93.21667;AIRPORT
MXA;MUNICIPAL;;4.766667;-74.433334;AIRPORT
MTW;MUNICIPAL;;44.11667;-87.666664;AIRPORT
MNN;MUNICIPAL;;40.61667;-83.066666;AIRPORT
MFI;MUNICIPAL;;44.6375;-90.18889;AIRPORT
RRL;MUNICIPAL;;-34.683334;149.21666;AIRPORT
MHE;MUNICIPAL;;43.766666;-98.03333;AIRPORT
MOD;MUNICIPAL;;37.62583;-120.954445;AIRPORT
MOP;MUNICIPAL;;43.61667;-84.73333;AIRPORT
ENN;MUNICIPAL;;64.55;-149.08333;AIRPORT
RNH;MUNICIPAL;;45.11667;-92.53333;AIRPORT
TNU;MUNICIPAL;;41.7;-93.05;AIRPORT
OLE;MUNICIPAL;;42.233334;-78.36667;AIRPORT
ONL;MUNICIPAL;;42.45;-98.65;AIRPORT
OGB;MUNICIPAL;;33.45;-80.85;AIRPORT
OOA;MUNICIPAL;;41.283333;-92.63333;AIRPORT
PAQ;MUNICIPAL;;61.6;-149.11667;AIRPORT
PGR;MUNICIPAL;;36.05;-90.5;AIRPORT
PCD;MUNICIPAL;;43.016666;-91.11667;AIRPORT
UIN;MUNICIPAL;;39.933334;-91.183334;AIRPORT
RKW;MUNICIPAL;;35.916668;-84.683334;AIRPORT
RBG;MUNICIPAL;;43.233334;-123.35;AIRPORT
SBA;MUNICIPAL;;33.42611;-119.84028;AIRPORT
SNL;MUNICIPAL;;35.316666;-96.916664;AIRPORT
SGY;MUNICIPAL;;59.483334;-135.3;AIRPORT
SPW;MUNICIPAL;;43.166668;-95.183334;AIRPORT
SUM;MUNICIPAL;;33.9;-80.11667;AIRPORT
TOR;MUNICIPAL;;51.8;-1.6;AIRPORT
TCS;MUNICIPAL;;50.033333;7.433333;AIRPORT
VDI;MUNICIPAL;;32.216667;-82.4;AIRPORT
UKN;MUNICIPAL;;43.266666;-91.48333;AIRPORT
EBS;MUNICIPAL;;42.466667;-93.8;AIRPORT
AWM;MUNICIPAL;;35.13333;-90.183334;AIRPORT
WGO;MUNICIPAL;;39.183334;-78.166664;AIRPORT
FNL;MUNICIPAL AIRPORT;;40.583332;-105.083336;AIRPORT
JMN;MUNICIPAL HELIPORT;;44.168888;-93.995;AIRPORT
JSK;MUNICIPAL HELIPORT;;18.766666;-72.066666;AIRPORT
MUT;MUSCATINE;;41.363888;-91.14472;AIRPORT
MKG;MUSKEGON;;43.166668;-86.23333;AIRPORT
MUV;MUSTIN ALF;;29.483334;31.066668;AIRPORT
ZHC;N PHILADELPHIA RAIL ST;;29.483334;31.066668;AIRPORT
DGN;NAF;;77.53333;15.35;AIRPORT
NNK;NAKNEK;;58.75;-156.53334;AIRPORT
NOL;NAKOLIK RIVER;;50.483334;21.45;AIRPORT
WNA;NAPAKIAK SPB;;60.7;-162.11667;AIRPORT
APF;NAPLES;;26.15;-81.76667;AIRPORT
NGZ;NAS;;49.266666;-1.283333;AIRPORT
NHZ;NAS;;50.933334;5.95;AIRPORT
NBU;NAS;;-32.683334;151.63333;AIRPORT
NRS;NAS;;46.216667;26.1;AIRPORT
NTU;NAS;;-41.933334;145.35;AIRPORT
BNA;NASHVILLE INTERNATIONAL;;36.124443;-86.678055;AIRPORT
RLA;NATIONAL;;38.13333;-91.78333;AIRPORT
GCN;NATIONAL PARK;;35.95;-112.15;AIRPORT
NKI;NAUKITI;;55.855556;-133.18333;AIRPORT
EED;NEEDLES;;34.85;-114.61667;AIRPORT
LSV;NELLIS AFB;;36.23611;-115.034164;AIRPORT
NLG;NELSON LAGOON;;56.016666;-161.15;AIRPORT
EOS;NEOSHO;;36.86667;-94.36667;AIRPORT
NPH;NEPHI;;39.738888;-111.870834;AIRPORT
JCI;NEW CENTURY AIRCENTER AIRPORT;;38.830833;-94.89028;AIRPORT
KGK;NEW KOLIGANEK;;59.783333;-157.33333;AIRPORT
GON;NEW LONDON;;41.333332;-72.05;AIRPORT
KNW;NEW STUYAHOK;;59.533333;-157.33333;AIRPORT
ULM;NEW ULM;;44.316666;-94.5;AIRPORT
PHF;NEWPORT NEWS/WILLIAMSB;;37.13333;-76.5;AIRPORT
LWS;NEZ PERCE COUNTY RGNL;;46.38333;-117.03333;AIRPORT
NME;NIGHTMUTE;;60.483334;-164.0;AIRPORT
NIB;NIKOLAI;;63.016666;-154.38333;AIRPORT
IKO;NIKOLSKI AFS;;52.95;-168.86667;AIRPORT
ARV;NOBLE F. LEE;;45.916668;-89.73333;AIRPORT
OME;NOME;;64.51667;-165.43333;AIRPORT
NNL;NONDALTON;;60.0;-154.81667;AIRPORT
OTH;NORTH BEND;;43.416668;-124.25;AIRPORT
SFZ;NORTH CENTRAL;;41.920834;-71.49139;AIRPORT
PNE;NORTH PHILADELPHIA;;40.083332;-75.01667;AIRPORT
UMB;NORTH SHORE;;53.36667;-167.9;AIRPORT
ORT;NORTHWAY;;62.95;-141.95;AIRPORT
NRB;NS;;17.65;120.583336;AIRPORT
NUI;NUIQSUT;;70.21667;-150.91667;AIRPORT
NUP;NUNAPITCHUK;;60.88333;-162.46666;AIRPORT
ZNC;NYAC;;60.983334;-159.98334;AIRPORT
OCA;OCEAN REEF;;25.366667;-80.26667;AIRPORT
OCI;OCEANIC;;60.1;-148.21666;AIRPORT
CEU;OCONEE COUNTY;;34.666668;-82.88333;AIRPORT
HLG;OHIO COUNTY;;16.196388;122.103615;AIRPORT
ATO;OHIO UNIVERSITY;;39.333332;-82.1;AIRPORT
OLD;OLD TOWN;;44.95;-68.666664;AIRPORT
NEN;OLF USN;;30.333332;-81.88333;AIRPORT
OLV;OLIVE BRANCH ARPT;;34.966667;-89.833336;AIRPORT
OLY;OLNEY-NOBLE;;38.716667;-88.083336;AIRPORT
UCA;ONEIDA COUNTY;;43.15;-75.38333;AIRPORT
ONN;ONION BAY;;58.233334;-152.83333;AIRPORT
ONO;ONTARIO MUNICIPAL AIRPORT;;44.020557;-117.01361;AIRPORT
OVE;OROVILLE;;39.483334;-121.63333;AIRPORT
OKS;OSHKOSH;;41.4;-102.333336;AIRPORT
FMH;OTIS AFB;;41.566666;-70.63333;AIRPORT
GLR;OTSEGO COUNTY;;45.016666;-84.7;AIRPORT
KOZ;OUZINKIE SPB;;57.916668;-152.48334;AIRPORT
OWA;OWATONNA;;44.11667;-93.25;AIRPORT
OZA;OZONA MUNICIPAL;;30.735277;-101.20278;AIRPORT
PFC;PACIFIC CITY STATE;;45.199722;-123.96222;AIRPORT
FMY;PAGE FIELD;;26.583332;-81.86667;AIRPORT
PCE;PAINTER CREEK;;47.8;10.216667;AIRPORT
PHK;PALM BEACH CO GLADES;;26.816668;-80.65;AIRPORT
PBI;PALM BEACH INTERNATIONAL;;26.683056;-80.09556;AIRPORT
PAO;PALO ALTO;;37.466667;-122.11667;AIRPORT
PNU;PANGUITCH;;37.833332;-112.38333;AIRPORT
PKF;PARK FALLS;;45.933334;-90.433334;AIRPORT
PKD;PARK RAPIDS;;46.9;-95.066666;AIRPORT
PRB;PASO ROBLES;;35.666668;-120.63333;AIRPORT
NHK;PATUXENT RIVER NAS;;38.28611;-76.41167;AIRPORT
KPH;PAULOFF HARBOR SPB;;54.466667;-162.7;AIRPORT
PSM;PEASE INTERNATIONAL;;43.078056;-70.82333;AIRPORT
FST;PECOS COUNTY;;30.916668;-102.916664;AIRPORT
PDB;PEDRO BAY;;59.783333;-154.11667;AIRPORT
SEG;PENN VALLEY;;40.783333;-76.85;AIRPORT
PPA;PERRY LEFORS FIELD;;35.533333;-100.95;AIRPORT
PYL;PERRY SPB;;60.683334;-147.91667;AIRPORT
FPY;PERRY-FOLEY;;30.116667;-83.583336;AIRPORT
PSG;PETERSBURG JAMES A JOHNSON;;56.8;-132.98334;AIRPORT
EAN;PHIFER FIELD;;42.058334;-104.91944;AIRPORT
PHL;PHILADELPHIA INTERNATIONAL;;39.871944;-75.24111;AIRPORT
PHP;PHILIP;;44.033333;-101.65;AIRPORT
PII;PHILLIPS FIELD;;64.85;-147.78334;AIRPORT
GSO;PIEDMONT TRIAD INTL;;36.09778;-79.937225;AIRPORT
PIP;PILOT POINT;;57.580276;-157.57195;AIRPORT
DUF;PINE ISLAND AIRPORT;;36.253613;-75.78861;AIRPORT
XPR;PINE RIDGE;;43.016666;-102.51667;AIRPORT
SOP;PINEHURST-S. PINES;;35.21528;-79.58833;AIRPORT
PIT;PITTSBURGH INTERNATIONAL;;40.49139;-80.23278;AIRPORT
PVF;PLACERVILLE;;38.716667;-120.8;AIRPORT
PTU;PLATINUM;;59.016666;-161.81667;AIRPORT
PBG;PLATTSBURGH INTERNATIONAL;;44.650833;73.468056;AIRPORT
